truth,dirty
13345668,13345665
13345704,13345704
13345740,13345738
13345776,13345775
13345812,13345816
13345848,13345848
13350348,13350349
13350384,13350388
13350420,13350413
13350456,13350462
13350492,13350496
13350528,13350523
13350564,13350568
13350600,13350598
13350636,13350642
13350672,13350672
13350708,13350710
13350744,13350738
13350780,13350780
13350816,13350815
13350852,13350855
13350888,13350886
13350924,13350926
13350960,13350972
13350996,13350996
13351032,13351037
13351068,13351066
13351104,13351108
13351140,13351135
13351176,13351182
13351212,13351210
13351248,13351245
13351284,13351281
13351320,13351318
13351356,13351359
13355100,13355094
13355136,13355139
13355172,13355172
13355208,13355202
13355244,13355247
13355280,13355280
13355316,13355303
13355352,13355360
13355388,13355387
13355424,13355422
13355460,13355458
13355496,13355488
13355532,13355528
13355568,13355572
13355604,13355601
13355640,13355640
13355676,13355666
13355712,13355713
13355748,13355747
13355784,13355784
13355820,13355819
13355856,13355855
13355892,13355891
13355928,13355933
13355964,13355970
13356000,13355999
13356036,13356038
13356072,13356068
13356108,13356104
13356144,13356142
13356180,13356185
13356216,13356202
13356252,13356248
13356288,13356289
13356324,13356326
13356360,13356360
13356396,13356392
13356432,13356433
13356468,13356472
13356504,13356509
13356540,13356541
13356576,13356575
13356612,13356614
13356648,13356653
13356684,13356684
13356720,13356720
13356756,13356750
13356792,13356798
13356828,13356828
13356864,13356854
13356900,13356902
13356936,13356943
13356972,13356960
13357008,13357016
13357044,13357044
13357080,13357083
13357116,13357111
13357152,13357153
13360320,13360315
13360356,13360352
13360392,13360393
13360428,13360428
13360464,13360465
13360500,13360503
13360536,13360531
13360572,13360580
13360608,13360607
13360644,13360640
13360680,13360676
13360716,13360723
13360752,13360764
13360788,13360791
13360824,13360827
13360860,13360860
13360896,13360891
13360932,13360932
13360968,13360958
13361004,13361003
13361040,13361051
13361076,13361072
13361112,13361124
13361148,13361146
13361184,13361177
13361220,13361222
13361256,13361256
13361292,13361297
13361328,13361330
13361364,13361356
13361400,13361399
13361436,13361438
13361472,13361471
13361508,13361516
13361544,13361552
13361580,13361577
13361616,13361616
13361652,13361649
13361688,13361694
13361724,13361730
13361760,13361751
13361796,13361791
13361832,13361836
13361868,13361861
13361904,13361905
13361940,13361942
13361976,13361974
13362012,13362021
13362048,13362053
13362084,13362083
13362120,13362124
13362156,13362154
13362192,13362195
13362228,13362232
13362264,13362264
13362300,13362291
13362336,13362326
13362372,13362374
13362408,13362409
13362444,13362446
13362480,13362479
13362516,13362507
13362552,13362545
13362588,13362588
13362624,13362631
13362660,13362657
13362696,13362706
13362732,13362719
13362768,13362758
13362804,13362800
13362840,13362842
13362876,13362870
13362912,13362906
13362948,13362939
13362984,13362984
13363020,13363022
13363056,13363061
13363092,13363086
13363128,13363128
13363164,13363159
13363200,13363208
13363236,13363232
13363272,13363276
13363308,13363309
13363344,13363334
13363380,13363382
13363416,13363420
13363452,13363445
13363488,13363491
13363524,13363522
13363560,13363564
13363596,13363598
13363632,13363628
13363668,13363669
13363704,13363704
13363740,13363741
13363776,13363772
13363812,13363817
13363848,13363848
13363884,13363885
13363920,13363913
13363956,13363957
13363992,13363992
13364028,13364021
13364064,13364065
13364100,13364100
13364136,13364140
13364172,13364175
13364208,13364215
13364244,13364241
13364280,13364290
13364316,13364325
13364352,13364357
13364388,13364391
13364424,13364420
13364460,13364460
13364496,13364488
13364532,13364530
13364568,13364568
13364604,13364607
13364640,13364648
13364676,13364666
13364712,13364702
13364748,13364745
13364784,13364782
13364820,13364813
13364856,13364856
13364892,13364892
13364928,13364932
13364964,13364962
13365000,13365000
13365036,13365056
13365072,13365071
13365108,13365115
13365144,13365148
13365180,13365170
13365216,13365212
13365252,13365246
13365288,13365292
13365324,13365322
13365360,13365359
13365396,13365395
13365432,13365439
13365468,13365467
13365504,13365501
13365540,13365543
13365576,13365574
13365612,13365612
13365648,13365651
13365684,13365687
13365720,13365722
13365756,13365749
13365792,13365781
13365828,13365828
13365864,13365872
13365900,13365899
13365936,13365936
13365972,13365975
13366008,13366008
13366044,13366052
13366080,13366085
13366116,13366106
13366152,13366152
13366188,13366190
13366224,13366223
13366260,13366263
13366296,13366293
13366332,13366332
13366368,13366367
13366404,13366403
13366440,13366446
13366476,13366478
13366512,13366514
13366548,13366552
13366584,13366592
13366620,13366618
13366656,13366662
13366692,13366701
13366728,13366729
13366764,13366767
13366800,13366807
13366836,13366836
13366872,13366875
13366908,13366905
13366944,13366951
13366980,13366986
13367016,13367014
13367052,13367049
13367088,13367088
13367124,13367122
13367160,13367155
13367196,13367193
13367232,13367232
13367268,13367266
13367304,13367298
13367340,13367334
13367376,13367382
13367412,13367410
13367448,13367448
13367484,13367483
13367520,13367520
13367556,13367555
13367592,13367599
13367628,13367615
13367664,13367669
13367700,13367696
13367736,13367739
13367772,13367772
13367808,13367816
13367844,13367845
13367880,13367880
13367916,13367915
13367952,13367949
13367988,13367984
13368024,13368023
13368060,13368054
13368096,13368093
13368132,13368128
13368168,13368164
13368204,13368201
13368240,13368239
13368276,13368272
13368312,13368313
13368348,13368349
13368384,13368376
13368420,13368420
13368456,13368452
13368492,13368488
13368528,13368528
13368564,13368563
13368600,13368598
13368636,13368637
13368672,13368675
13368708,13368713
13368744,13368739
13368780,13368781
13368816,13368810
13368852,13368836
13368888,13368879
13368924,13368923
13368960,13368963
13368996,13368998
13369032,13369035
13369068,13369071
13369104,13369092
13369140,13369137
13369176,13369172
13369212,13369212
13369248,13369253
13369284,13369289
13369320,13369328
13369356,13369356
13369392,13369389
13369428,13369430
13369464,13369464
13369500,13369508
13369536,13369532
13369572,13369582
13369608,13369616
13369644,13369648
13369680,13369676
13369716,13369714
13369752,13369745
13369788,13369793
13369824,13369828
13369860,13369856
13369896,13369903
13369932,13369934
13369968,13369969
13370004,13370004
13370040,13370045
13370076,13370074
13370112,13370110
13370148,13370154
13370184,13370176
13370220,13370218
13370256,13370256
13370292,13370301
13370328,13370332
13370364,13370361
13370400,13370408
13370436,13370431
13370472,13370472
13370508,13370502
13370544,13370547
13370580,13370580
13370616,13370609
13370652,13370649
13370688,13370687
13370724,13370730
13370760,13370766
13370796,13370796
13370832,13370839
13370868,13370864
13370904,13370900
13370940,13370939
13370976,13370973
13371012,13371010
13371048,13371046
13371084,13371089
13371120,13371116
13371156,13371156
13371192,13371194
13371228,13371234
13371264,13371268
13371300,13371303
13371336,13371339
13371372,13371372
13371408,13371408
13371444,13371443
13371480,13371492
13371516,13371511
13371552,13371553
13371588,13371587
13371624,13371625
13371660,13371669
13371696,13371692
13371732,13371716
13371768,13371761
13371804,13371804
13371840,13371835
13371876,13371875
13371912,13371907
13371948,13371954
13371984,13371977
13372020,13372019
13372056,13372066
13372092,13372092
13372128,13372126
13372164,13372171
13372200,13372194
13372236,13372239
13372272,13372269
13372308,13372308
13372344,13372345
13372380,13372376
13372416,13372410
13372452,13372450
13372488,13372497
13372524,13372518
13372560,13372561
13372596,13372596
13372632,13372639
13372668,13372660
13372704,13372701
13372740,13372736
13372776,13372764
13372812,13372806
13372848,13372850
13372884,13372885
13372920,13372919
13372956,13372948
13372992,13372993
13373028,13373032
13373064,13373062
13373100,13373102
13373136,13373135
13373172,13373173
13373208,13373206
13373244,13373239
13373280,13373277
13373316,13373318
13373352,13373348
13373388,13373398
13373424,13373424
13373460,13373456
13373496,13373493
13373532,13373531
13373568,13373561
13373604,13373604
13373640,13373639
13373676,13373672
13373712,13373718
13373748,13373746
13373784,13373784
13373820,13373817
13373856,13373859
13373892,13373886
13373928,13373926
13373964,13373968
13374000,13374002
13374036,13374044
13374072,13374071
13374108,13374108
13374144,13374144
13374180,13374179
13374216,13374215
13374252,13374248
13374288,13374293
13374324,13374322
13374360,13374369
13374396,13374397
13374432,13374428
13374468,13374467
13374504,13374504
13374540,13374540
13374576,13374572
13374612,13374618
13374648,13374648
13374684,13374684
13374720,13374716
13374756,13374754
13374792,13374795
13374828,13374832
13374864,13374864
13374900,13374903
13374936,13374938
13374972,13374963
13375008,13375008
13375044,13375040
13375080,13375084
13375116,13375119
13375152,13375144
13375188,13375192
13375224,13375223
13375260,13375262
13375296,13375302
13375332,13375338
13375368,13375371
13375404,13375414
13375440,13375442
13375476,13375477
13375512,13375502
13375548,13375540
13375584,13375581
13380012,13379996
13380048,13380039
13380084,13380078
13380120,13380118
13380156,13380156
13380192,13380193
13380228,13380230
13380264,13380257
13380300,13380293
13380336,13380335
13380372,13380371
13380408,13380408
13380444,13380436
13380480,13380476
13380516,13380510
13380552,13380555
13380588,13380588
13380624,13380625
13380660,13380662
13380696,13380703
13380732,13380726
13380768,13380760
13380804,13380804
13380840,13380840
13380876,13380875
13380912,13380902
13380948,13380944
13380984,13380988
13381020,13381015
13381056,13381062
13381092,13381092
13381128,13381137
13381164,13381163
13381200,13381202
13381236,13381234
13381272,13381263
13381308,13381310
13381344,13381343
13381380,13381376
13381416,13381417
13381452,13381459
13381488,13381488
13381524,13381525
13381560,13381561
13381596,13381596
13381632,13381647
13381668,13381663
13381704,13381714
13381740,13381740
13381776,13381776
13381812,13381806
13381848,13381848
13381884,13381890
13381920,13381923
13381956,13381957
13381992,13381990
13382028,13382026
13382064,13382064
13382100,13382101
13382136,13382138
13382172,13382176
13382208,13382203
13382244,13382240
13382280,13382282
13382316,13382314
13382352,13382355
13382388,13382387
13382424,13382421
13382460,13382464
13382496,13382491
13382532,13382538
13382568,13382559
13382604,13382604
13382640,13382644
13382676,13382675
13382712,13382719
13382748,13382749
13382784,13382783
13382820,13382818
13382856,13382860
13382892,13382897
13382928,13382922
13382964,13382963
13383000,13382993
13383036,13383036
13383072,13383071
13383108,13383112
13383144,13383147
13383180,13383173
13388832,13388837
13388868,13388873
13388904,13388903
13388940,13388929
13388976,13388980
13389012,13389018
13389048,13389053
13389084,13389088
13389120,13389115
13389156,13389149
13389192,13389192
13389228,13389230
13389264,13389263
13389300,13389301
13389336,13389338
13389372,13389367
13389408,13389408
13389444,13389440
13389480,13389479
13389516,13389513
13389552,13389549
13389588,13389595
13389624,13389614
13389660,13389656
13389696,13389695
13389732,13389718
13389768,13389767
13389804,13389804
13389840,13389838
13389876,13389876
13389912,13389904
13389948,13389947
13389984,13389970
13390020,13390020
13390056,13390051
13390092,13390091
13390128,13390134
13390164,13390161
13390200,13390209
13390236,13390241
13390272,13390266
13390308,13390316
13390344,13390343
13390380,13390376
13390416,13390417
13390452,13390454
13390488,13390485
13390524,13390526
13390560,13390557
13390596,13390599
13390632,13390637
13390668,13390670
13390704,13390704
13390740,13390737
13390776,13390776
13390812,13390807
13390848,13390856
13390884,13390887
13390920,13390926
13390956,13390952
13390992,13390993
13391028,13391024
13391064,13391063
13391100,13391100
13391136,13391132
13391172,13391164
13391208,13391212
13391244,13391246
13391280,13391280
13391316,13391319
13391352,13391353
13391388,13391386
13391424,13391426
13391460,13391465
13391496,13391501
13391532,13391533
13391568,13391572
13391604,13391602
13391640,13391645
13391676,13391673
13391712,13391714
13391748,13391745
13391784,13391778
13391820,13391820
13391856,13391869
13391892,13391893
13391928,13391928
13397508,13397512
13397544,13397544
13397580,13397580
13397616,13397620
13397652,13397657
13397688,13397690
13397724,13397724
13397760,13397756
13397796,13397803
13397832,13397839
13397868,13397856
13397904,13397911
13397940,13397944
13397976,13397973
13398012,13398006
13398048,13398049
13398084,13398084
13398120,13398113
13398156,13398143
13398192,13398191
13398228,13398229
13398264,13398265
13398300,13398298
13398336,13398337
13398372,13398363
13398408,13398404
13398444,13398448
13398480,13398476
13398516,13398525
13398552,13398561
13398588,13398587
13398624,13398621
13398660,13398666
13398696,13398702
13398732,13398728
13398768,13398768
13398804,13398804
13398840,13398837
13398876,13398881
13398912,13398910
13398948,13398945
13398984,13398982
13399020,13399025
13399056,13399056
13399092,13399082
13399128,13399125
13399164,13399171
13399200,13399204
13399236,13399238
13399272,13399277
13399308,13399313
13399344,13399353
13399380,13399380
13399416,13399414
13399452,13399448
13399488,13399488
13399524,13399522
